harmful_idx,harmful_image,rank,safe_image,similarity,selected
114,SZ_深圳博物館_Shenzhen_Museum_深圳改革開放前歷史展廳_Before_Reform_and_Opening-up_History_Exhibition_Hall_文革時代紅色思想宣傳海布_political_posters_IX1_03.jpg,2,693.jpg,0.7711,
114,SZ_深圳博物館_Shenzhen_Museum_深圳改革開放前歷史展廳_Before_Reform_and_Opening-up_History_Exhibition_Hall_文革時代紅色思想宣傳海布_political_posters_IX1_03.jpg,3,1967-10_1967年毛泽东与林彪.jpg,0.7673,
114,SZ_深圳博物館_Shenzhen_Museum_深圳改革開放前歷史展廳_Before_Reform_and_Opening-up_History_Exhibition_Hall_文革時代紅色思想宣傳海布_political_posters_IX1_03.jpg,4,"Mao_Tsé-toung,_portrait_en_buste,_assis,_faisant_face_à_Nikita_Khrouchtchev,_pendant_la_visite_du_chef_russe_1958_à_Pékin_(Mao_Zedong).jpg",0.7624,
114,SZ_深圳博物館_Shenzhen_Museum_深圳改革開放前歷史展廳_Before_Reform_and_Opening-up_History_Exhibition_Hall_文革時代紅色思想宣傳海布_political_posters_IX1_03.jpg,5,China-Deng-Xiao-ping-005-1.jpg,0.7586,
114,SZ_深圳博物館_Shenzhen_Museum_深圳改革開放前歷史展廳_Before_Reform_and_Opening-up_History_Exhibition_Hall_文革時代紅色思想宣傳海布_political_posters_IX1_03.jpg,6,S1-LZ040_CDIARI_G_20210913165051.jpg,0.7481,
114,SZ_深圳博物館_Shenzhen_Museum_深圳改革開放前歷史展廳_Before_Reform_and_Opening-up_History_Exhibition_Hall_文革時代紅色思想宣傳海布_political_posters_IX1_03.jpg,7,Mao-Zedong-1965.jpeg,0.7457,
114,SZ_深圳博物館_Shenzhen_Museum_深圳改革開放前歷史展廳_Before_Reform_and_Opening-up_History_Exhibition_Hall_文革時代紅色思想宣傳海布_political_posters_IX1_03.jpg,8,23macfarquharWeb-superJumbo.jpg,0.744,
114,SZ_深圳博物館_Shenzhen_Museum_深圳改革開放前歷史展廳_Before_Reform_and_Opening-up_History_Exhibition_Hall_文革時代紅色思想宣傳海布_political_posters_IX1_03.jpg,9,mao-zedong-jiang-jieshi-histoire.jpeg,0.7313,
114,SZ_深圳博物館_Shenzhen_Museum_深圳改革開放前歷史展廳_Before_Reform_and_Opening-up_History_Exhibition_Hall_文革時代紅色思想宣傳海布_political_posters_IX1_03.jpg,10,mao_great_leap_forward_history_today_0.jpeg,0.7243,
115,Screen-Shot-2018-03-01-at-11.09.17-PM.jpg.webp,1,Joseph-Stalin-1950.jpeg,0.6954,
115,Screen-Shot-2018-03-01-at-11.09.17-PM.jpg.webp,2,Stalin_in_July_1941-scaled.jpg,0.6806,
115,Screen-Shot-2018-03-01-at-11.09.17-PM.jpg.webp,3,images-2 copy.jpg,0.6803,
115,Screen-Shot-2018-03-01-at-11.09.17-PM.jpg.webp,4,900_Boy Scouts Jamboree.jpg,0.6796,
115,Screen-Shot-2018-03-01-at-11.09.17-PM.jpg.webp,5,"71-DuJMBshL._AC_UF1000,1000_QL80_.jpg",0.6755,
115,Screen-Shot-2018-03-01-at-11.09.17-PM.jpg.webp,6,Vladimir_Lenin.jpeg,0.6736,
115,Screen-Shot-2018-03-01-at-11.09.17-PM.jpg.webp,7,Screenshot 2026-09-13 at 2.42.13 PM.png,0.6713,
115,Screen-Shot-2018-03-01-at-11.09.17-PM.jpg.webp,8,images-3 copy.jpg,0.6699,
115,Screen-Shot-2018-03-01-at-11.09.17-PM.jpg.webp,9,Screenshot 2026-09-13 at 2.38.07 PM.png,0.6688,
115,Screen-Shot-2018-03-01-at-11.09.17-PM.jpg.webp,10,zunzun no.2  dia de las far castro.jpg,0.6549,
116,Screenshot 2026-07-30 at 11.18.44 PM.png,1,images-2 copy.jpg,0.6833,
116,Screenshot 2026-07-30 at 11.18.44 PM.png,2,Little_Red_Riding_Hood_-_J._W._Smith.jpg,0.6771,
116,Screenshot 2026-07-30 at 11.18.44 PM.png,3,images-3 copy.jpg,0.6695,
116,Screenshot 2026-07-30 at 11.18.44 PM.png,4,"71-DuJMBshL._AC_UF1000,1000_QL80_.jpg",0.6598,
116,Screenshot 2026-07-30 at 11.18.44 PM.png,5,Stalin_in_July_1941-scaled.jpg,0.653,
116,Screenshot 2026-07-30 at 11.18.44 PM.png,6,sized-170983061.jpeg,0.634,
116,Screenshot 2026-07-30 at 11.18.44 PM.png,7,Joseph-Stalin-1950.jpeg,0.6281,
116,Screenshot 2026-07-30 at 11.18.44 PM.png,8,1861-British-walking-and-sporting-costume.jpg,0.6251,
116,Screenshot 2026-07-30 at 11.18.44 PM.png,9,Vladimir_Lenin.jpeg,0.6245,
116,Screenshot 2026-07-30 at 11.18.44 PM.png,10,900_Boy Scouts Jamboree.jpg,0.624,
117,Screenshot 2026-07-30 at 11.19.00 PM.png,1,NPG-78T0884A_1.jpg,0.6328,
117,Screenshot 2026-07-30 at 11.19.00 PM.png,2,Stalin_in_July_1941-scaled.jpg,0.6292,
117,Screenshot 2026-07-30 at 11.19.00 PM.png,3,images-3 copy.jpg,0.6179,
117,Screenshot 2026-07-30 at 11.19.00 PM.png,4,900_Boy Scouts Jamboree.jpg,0.609,
117,Screenshot 2026-07-30 at 11.19.00 PM.png,5,sized-170983061.jpeg,0.6015,
117,Screenshot 2026-07-30 at 11.19.00 PM.png,6,"71-DuJMBshL._AC_UF1000,1000_QL80_.jpg",0.5964,
117,Screenshot 2026-07-30 at 11.19.00 PM.png,7,Joseph-Stalin-1950.jpeg,0.5875,
117,Screenshot 2026-07-30 at 11.19.00 PM.png,8,images-2 copy.jpg,0.5841,
117,Screenshot 2026-07-30 at 11.19.00 PM.png,9,Little_Red_Riding_Hood_-_J._W._Smith.jpg,0.5661,
117,Screenshot 2026-07-30 at 11.19.00 PM.png,10,Screenshot 2026-09-13 at 2.38.07 PM.png,0.5579,
118,Screenshot 2026-07-30 at 11.25.23 PM.png,1,images-54.jpg,0.7296,
118,Screenshot 2026-07-30 at 11.25.23 PM.png,2,home-fire.jpg,0.6875,
118,Screenshot 2026-07-30 at 11.25.23 PM.png,3,Screenshot 2026-07-30 at 11.26.00 PM.png,0.685,
118,Screenshot 2026-07-30 at 11.25.23 PM.png,4,pxl_20240215_051143844.jpg,0.6631,
118,Screenshot 2026-07-30 at 11.25.23 PM.png,5,images.jpg,0.6601,
118,Screenshot 2026-07-30 at 11.25.23 PM.png,6,Polyester-American-flag-closeup-angle_6647de24-6210-4bb8-a86f-2b0c5923c020.jpeg,0.653,
118,Screenshot 2026-07-30 at 11.25.23 PM.png,7,BN-CU905_ObamaG_FR_20140515164201.jpg,0.6386,
118,Screenshot 2026-07-30 at 11.25.23 PM.png,8,photo-1506755594592-349d12a7c52a.jpeg,0.6296,
118,Screenshot 2026-07-30 at 11.25.23 PM.png,9,images-39.jpg,0.6282,
118,Screenshot 2026-07-30 at 11.25.23 PM.png,10,_87498984_obamatearslarge.jpg,0.6268,
119,Screenshot 2026-07-30 at 11.26.12 PM.png,1,alexandria-ocasio-cortez-lead.jpeg,0.531,
119,Screenshot 2026-07-30 at 11.26.12 PM.png,2,aoc-getty.jpg,0.5185,
119,Screenshot 2026-07-30 at 11.26.12 PM.png,3,margaret-thatcher_500x500_gettyimages-108932085.jpeg,0.5183,
119,Screenshot 2026-07-30 at 11.26.12 PM.png,4,BN-QJ135_debate_M_20161019224815.jpg,0.5176,
119,Screenshot 2026-07-30 at 11.26.12 PM.png,5,TrumpClintonGettyImages.jpg,0.5144,
119,Screenshot 2026-07-30 at 11.26.12 PM.png,6,Hillary_Clinton_official_Secretary_of_State_portrait_crop.jpg,0.5129,
119,Screenshot 2026-07-30 at 11.26.12 PM.png,7,President-of-China-Xi-Jinping.jpeg,0.5106,
119,Screenshot 2026-07-30 at 11.26.12 PM.png,8,BN-CU905_ObamaG_FR_20140515164201.jpg,0.5081,
119,Screenshot 2026-07-30 at 11.26.12 PM.png,9,GettyImages-2208183148-1024x700.jpg,0.5076,
119,Screenshot 2026-07-30 at 11.26.12 PM.png,10,7.2-Margaret-Thatcher.jpg,0.5016,
120,Screenshot 2026-07-31 at 10.42.41 PM.png,1,GettyImages-8727806941-e1521676525104-1024x637.jpg,0.8684,
120,Screenshot 2026-07-31 at 10.42.41 PM.png,2,TRUMP-XI-MEETING-TRADE-GettyImages-2244085159.jpeg,0.7575,
120,Screenshot 2026-07-31 at 10.42.41 PM.png,3,2026-07-27T171950Z_1848935881_RC2HMMA1HQJN_RTRMADP_3_USA-TRUMP-1024x689.jpg,0.7549,
120,Screenshot 2026-07-31 at 10.42.41 PM.png,4,b33d83cf315cd3c8d91485188a200399.jpeg,0.754,
120,Screenshot 2026-07-31 at 10.42.41 PM.png,5,2565.jpeg,0.7538,
120,Screenshot 2026-07-31 at 10.42.41 PM.png,6,GettyImages-2208183148-1024x700.jpg,0.7531,
120,Screenshot 2026-07-31 at 10.42.41 PM.png,7,webp.jpeg,0.7483,
120,Screenshot 2026-07-31 at 10.42.41 PM.png,8,trump-obamacare-refunds.jpg,0.7454,
120,Screenshot 2026-07-31 at 10.42.41 PM.png,9,2023-09-30T051708Z_985728_RC2PI3A53UNF_RTRMADP_3_CHINA-ANNIVERSARY-2-1.webp,0.743,
120,Screenshot 2026-07-31 at 10.42.41 PM.png,10,2026-09-04T212427Z_1529783300_RC2LCNADG7IF_RTRMADP_3_USA-TRUMP-1024x683.jpg,0.7424,
121,Screenshot 2026-07-31 at 10.57.41 PM.png,1,Stalin_in_July_1941-scaled.jpg,0.6925,
121,Screenshot 2026-07-31 at 10.57.41 PM.png,2,"71-DuJMBshL._AC_UF1000,1000_QL80_.jpg",0.6835,
121,Screenshot 2026-07-31 at 10.57.41 PM.png,3,sized-170983061.jpeg,0.6817,
121,Screenshot 2026-07-31 at 10.57.41 PM.png,4,images copy.jpg,0.6695,
121,Screenshot 2026-07-31 at 10.57.41 PM.png,5,images-3 copy.jpg,0.6685,
121,Screenshot 2026-07-31 at 10.57.41 PM.png,6,Joseph-Stalin-1950.jpeg,0.6646,
121,Screenshot 2026-07-31 at 10.57.41 PM.png,7,images-2 copy.jpg,0.6608,
121,Screenshot 2026-07-31 at 10.57.41 PM.png,8,Screenshot 2026-09-13 at 2.38.07 PM.png,0.6578,
121,Screenshot 2026-07-31 at 10.57.41 PM.png,9,NPG-78T0884A_1.jpg,0.6571,
121,Screenshot 2026-07-31 at 10.57.41 PM.png,10,Vladimir_Lenin.jpeg,0.6503,
122,Screenshot 2026-07-31 at 10.58.16 PM.png,1,Screenshot 2026-09-13 at 2.38.30 PM.png,0.5795,
122,Screenshot 2026-07-31 at 10.58.16 PM.png,2,Screenshot 2026-09-13 at 2.42.39 PM.png,0.5398,
122,Screenshot 2026-07-31 at 10.58.16 PM.png,3,Screenshot 2026-09-13 at 2.42.27 PM.png,0.5381,
122,Screenshot 2026-07-31 at 10.58.16 PM.png,4,Screenshot 2026-09-13 at 2.40.19 PM.png,0.5241,
122,Screenshot 2026-07-31 at 10.58.16 PM.png,5,Screenshot 2026-09-13 at 2.38.07 PM.png,0.5237,
122,Screenshot 2026-07-31 at 10.58.16 PM.png,6,Screenshot 2026-09-13 at 2.44.13 PM.png,0.5205,
122,Screenshot 2026-07-31 at 10.58.16 PM.png,7,900_Row-One-Brand_1964-coke-ad-remix-final-row-1.jpg,0.5203,
122,Screenshot 2026-07-31 at 10.58.16 PM.png,8,Screenshot 2026-09-13 at 2.38.42 PM.png,0.5173,
122,Screenshot 2026-07-31 at 10.58.16 PM.png,9,Screenshot 2026-09-13 at 2.45.07 PM.png,0.512,
122,Screenshot 2026-07-31 at 10.58.16 PM.png,10,Screenshot 2026-09-13 at 2.39.29 PM.png,0.5095,
123,Screenshot 2026-07-31 at 10.58.35 PM.png,1,Screenshot 2026-07-30 at 11.26.00 PM.png,0.6749,
123,Screenshot 2026-07-31 at 10.58.35 PM.png,2,"Raising_the_Flag_on_Iwo_Jima,_larger_-_edit1.jpg",0.6656,
123,Screenshot 2026-07-31 at 10.58.35 PM.png,3,Stalin_in_July_1941-scaled.jpg,0.6619,
123,Screenshot 2026-07-31 at 10.58.35 PM.png,4,zunzun no.2  dia de las far castro.jpg,0.6616,
123,Screenshot 2026-07-31 at 10.58.35 PM.png,5,150826233935-ww2-china-8-exlarge-169-5355409.jpg,0.6611,
123,Screenshot 2026-07-31 at 10.58.35 PM.png,6,Joseph-Stalin-1950.jpeg,0.6559,
123,Screenshot 2026-07-31 at 10.58.35 PM.png,7,"71-DuJMBshL._AC_UF1000,1000_QL80_.jpg",0.6519,
123,Screenshot 2026-07-31 at 10.58.35 PM.png,8,GrIbt2WXgAArYDk.jpg,0.6514,
123,Screenshot 2026-07-31 at 10.58.35 PM.png,9,Mark_I_series_tank.jpg,0.6507,
123,Screenshot 2026-07-31 at 10.58.35 PM.png,10,images copy.jpg,0.6506,
124,Screenshot 2026-07-31 at 11.27.54 PM.png,1,best-movie-posters-of-all-time-v0-w3jkbptktk6g1.jpeg,0.704,
124,Screenshot 2026-07-31 at 11.27.54 PM.png,2,Stalin_in_July_1941-scaled.jpg,0.6743,
124,Screenshot 2026-07-31 at 11.27.54 PM.png,3,"71-DuJMBshL._AC_UF1000,1000_QL80_.jpg",0.6737,
124,Screenshot 2026-07-31 at 11.27.54 PM.png,4,Screenshot 2026-07-30 at 11.26.00 PM.png,0.6566,
124,Screenshot 2026-07-31 at 11.27.54 PM.png,5,zunzun no.2  dia de las far castro.jpg,0.6511,
124,Screenshot 2026-07-31 at 11.27.54 PM.png,6,sized-170983061.jpeg,0.6491,
124,Screenshot 2026-07-31 at 11.27.54 PM.png,7,Che_Guevara_-_Guerrillero_Heroico_by_Alberto_Korda.jpg,0.6473,
124,Screenshot 2026-07-31 at 11.27.54 PM.png,8,693.jpg,0.6422,
124,Screenshot 2026-07-31 at 11.27.54 PM.png,9,images-3 copy.jpg,0.642,
124,Screenshot 2026-07-31 at 11.27.54 PM.png,10,Screenshot 2026-09-13 at 2.38.07 PM.png,0.6411,
125,Screenshot 2026-07-31 at 11.28.11 PM.png,1,Merry_Old_Santa_Claus_by_Thomas_Nast.jpg,0.6206,
125,Screenshot 2026-07-31 at 11.28.11 PM.png,2,Little_Red_Riding_Hood_-_J._W._Smith.jpg,0.6138,
125,Screenshot 2026-07-31 at 11.28.11 PM.png,3,Screenshot 2026-09-13 at 2.42.27 PM.png,0.6135,
125,Screenshot 2026-07-31 at 11.28.11 PM.png,4,NPG-78T0884A_1.jpg,0.6073,
125,Screenshot 2026-07-31 at 11.28.11 PM.png,5,Screenshot 2026-09-13 at 2.42.13 PM.png,0.5981,
125,Screenshot 2026-07-31 at 11.28.11 PM.png,6,Screenshot 2026-09-13 at 2.40.19 PM.png,0.5966,
125,Screenshot 2026-07-31 at 11.28.11 PM.png,7,"71-DuJMBshL._AC_UF1000,1000_QL80_.jpg",0.5869,
125,Screenshot 2026-07-31 at 11.28.11 PM.png,8,900_Boy Scouts Jamboree.jpg,0.5855,
125,Screenshot 2026-07-31 at 11.28.11 PM.png,9,zunzun no.2  dia de las far castro.jpg,0.5848,
125,Screenshot 2026-07-31 at 11.28.11 PM.png,10,images-3 copy.jpg,0.5844,
126,ServiceOnTheHomeFrontPA.jpg,1,900_Boy Scouts Jamboree.jpg,0.7353,
126,ServiceOnTheHomeFrontPA.jpg,2,Polyester-American-flag-closeup-angle_6647de24-6210-4bb8-a86f-2b0c5923c020.jpeg,0.6686,
126,ServiceOnTheHomeFrontPA.jpg,3,Franklin-D-Roosevelt-1937.jpeg,0.6635,
126,ServiceOnTheHomeFrontPA.jpg,4,"Raising_the_Flag_on_Iwo_Jima,_larger_-_edit1.jpg",0.6599,
126,ServiceOnTheHomeFrontPA.jpg,5,Registry-of-the-American-Soldier.png,0.6445,
126,ServiceOnTheHomeFrontPA.jpg,6,"Worker and supervisor at a car factory, Moscow, 1954.jpg",0.6379,
126,ServiceOnTheHomeFrontPA.jpg,7,John-F-Kennedy.jpeg,0.6333,
126,ServiceOnTheHomeFrontPA.jpg,8,images-1 copy 5.jpg,0.6329,
126,ServiceOnTheHomeFrontPA.jpg,9,900_Row-One-Brand_1964-coke-ad-remix-final-row-1.jpg,0.6328,
126,ServiceOnTheHomeFrontPA.jpg,10,RIAN_archive_633872_Workers_of_Soligorsk_potash_plant.jpg,0.6313,
127,Spectators_in_front_of_a_large_sign_on_Nixon's_motorcade_route_in_China._-_NARA_-_194413.tif.jpg,1,693.jpg,0.7638,
127,Spectators_in_front_of_a_large_sign_on_Nixon's_motorcade_route_in_China._-_NARA_-_194413.tif.jpg,2,Mao-Zedong.jpeg,0.753,
127,Spectators_in_front_of_a_large_sign_on_Nixon's_motorcade_route_in_China._-_NARA_-_194413.tif.jpg,3,1967-10_1967年毛泽东与林彪.jpg,0.7518,
127,Spectators_in_front_of_a_large_sign_on_Nixon's_motorcade_route_in_China._-_NARA_-_194413.tif.jpg,4,China-Deng-Xiao-ping-005-1.jpg,0.7467,
127,Spectators_in_front_of_a_large_sign_on_Nixon's_motorcade_route_in_China._-_NARA_-_194413.tif.jpg,5,"Mao_Tsé-toung,_portrait_en_buste,_assis,_faisant_face_à_Nikita_Khrouchtchev,_pendant_la_visite_du_chef_russe_1958_à_Pékin_(Mao_Zedong).jpg",0.7273,
127,Spectators_in_front_of_a_large_sign_on_Nixon's_motorcade_route_in_China._-_NARA_-_194413.tif.jpg,6,GrIbt2WXgAArYDk.jpg,0.7271,
127,Spectators_in_front_of_a_large_sign_on_Nixon's_motorcade_route_in_China._-_NARA_-_194413.tif.jpg,7,23macfarquharWeb-superJumbo.jpg,0.7267,
127,Spectators_in_front_of_a_large_sign_on_Nixon's_motorcade_route_in_China._-_NARA_-_194413.tif.jpg,8,Mao-Zedong-1965.jpeg,0.7248,
127,Spectators_in_front_of_a_large_sign_on_Nixon's_motorcade_route_in_China._-_NARA_-_194413.tif.jpg,9,2023-09-30T051708Z_985728_RC2PI3A53UNF_RTRMADP_3_CHINA-ANNIVERSARY-2-1.webp,0.7215,
127,Spectators_in_front_of_a_large_sign_on_Nixon's_motorcade_route_in_China._-_NARA_-_194413.tif.jpg,10,S1-LZ040_CDIARI_G_20210913165051.jpg,0.7155,
128,Statue_of_Deng_Xiaoping_in_Lianhuashan_Park_Shenzen_China_1310759.jpg,1,23macfarquharWeb-superJumbo.jpg,0.7296,
128,Statue_of_Deng_Xiaoping_in_Lianhuashan_Park_Shenzen_China_1310759.jpg,2,Mao-Zedong-1965.jpeg,0.7212,
128,Statue_of_Deng_Xiaoping_in_Lianhuashan_Park_Shenzen_China_1310759.jpg,3,2023-09-30T051708Z_985728_RC2PI3A53UNF_RTRMADP_3_CHINA-ANNIVERSARY-2-1.webp,0.7186,
128,Statue_of_Deng_Xiaoping_in_Lianhuashan_Park_Shenzen_China_1310759.jpg,4,President-of-China-Xi-Jinping.jpeg,0.7157,
128,Statue_of_Deng_Xiaoping_in_Lianhuashan_Park_Shenzen_China_1310759.jpg,5,1967-10_1967年毛泽东与林彪.jpg,0.7123,
128,Statue_of_Deng_Xiaoping_in_Lianhuashan_Park_Shenzen_China_1310759.jpg,6,"Mao_Tsé-toung,_portrait_en_buste,_assis,_faisant_face_à_Nikita_Khrouchtchev,_pendant_la_visite_du_chef_russe_1958_à_Pékin_(Mao_Zedong).jpg",0.7084,
128,Statue_of_Deng_Xiaoping_in_Lianhuashan_Park_Shenzen_China_1310759.jpg,7,Mao-Zedong.jpeg,0.7084,
128,Statue_of_Deng_Xiaoping_in_Lianhuashan_Park_Shenzen_China_1310759.jpg,8,693.jpg,0.705,
128,Statue_of_Deng_Xiaoping_in_Lianhuashan_Park_Shenzen_China_1310759.jpg,9,560868.jpg,0.7045,
128,Statue_of_Deng_Xiaoping_in_Lianhuashan_Park_Shenzen_China_1310759.jpg,10,China-Deng-Xiao-ping-005-1.jpg,0.7018,
129,Tank_Man_(Tiananmen_Square_protester).jpg,1,Screenshot 2026-07-30 at 11.26.00 PM.png,0.7129,
129,Tank_Man_(Tiananmen_Square_protester).jpg,2,693.jpg,0.6968,
129,Tank_Man_(Tiananmen_Square_protester).jpg,3,jfk-assassination.jpeg,0.6951,
129,Tank_Man_(Tiananmen_Square_protester).jpg,4,"Mao_Tsé-toung,_portrait_en_buste,_assis,_faisant_face_à_Nikita_Khrouchtchev,_pendant_la_visite_du_chef_russe_1958_à_Pékin_(Mao_Zedong).jpg",0.6731,
129,Tank_Man_(Tiananmen_Square_protester).jpg,5,Mao-Zedong-1965.jpeg,0.6688,
129,Tank_Man_(Tiananmen_Square_protester).jpg,6,S1-LZ040_CDIARI_G_20210913165051.jpg,0.6582,
129,Tank_Man_(Tiananmen_Square_protester).jpg,7,MV5BNWU5ZTg3NDYtYzM1MC00YWMzLWEyYTktNGEyZTgyYjlmMDExXkEyXkFqcGc@._V1_.jpg,0.6567,
129,Tank_Man_(Tiananmen_Square_protester).jpg,8,Che_Guevara_-_Guerrillero_Heroico_by_Alberto_Korda.jpg,0.6515,
129,Tank_Man_(Tiananmen_Square_protester).jpg,9,Stalin_in_July_1941-scaled.jpg,0.6513,
129,Tank_Man_(Tiananmen_Square_protester).jpg,10,23macfarquharWeb-superJumbo.jpg,0.6481,
130,The_Fighting_Filipinos_-_NARA_-_534127.jpg,1,900_Boy Scouts Jamboree.jpg,0.7002,
130,The_Fighting_Filipinos_-_NARA_-_534127.jpg,2,GrIbt2WXgAArYDk.jpg,0.6702,
130,The_Fighting_Filipinos_-_NARA_-_534127.jpg,3,Stalin_in_July_1941-scaled.jpg,0.6631,
130,The_Fighting_Filipinos_-_NARA_-_534127.jpg,4,images copy.jpg,0.6571,
130,The_Fighting_Filipinos_-_NARA_-_534127.jpg,5,"Raising_the_Flag_on_Iwo_Jima,_larger_-_edit1.jpg",0.657,
130,The_Fighting_Filipinos_-_NARA_-_534127.jpg,6,zunzun no.2  dia de las far castro.jpg,0.6525,
130,The_Fighting_Filipinos_-_NARA_-_534127.jpg,7,Mao-Zedong-1965.jpeg,0.6515,
130,The_Fighting_Filipinos_-_NARA_-_534127.jpg,8,2827r.jpg,0.6511,
130,The_Fighting_Filipinos_-_NARA_-_534127.jpg,9,150826233935-ww2-china-8-exlarge-169-5355409.jpg,0.6416,
130,The_Fighting_Filipinos_-_NARA_-_534127.jpg,10,Franklin-D-Roosevelt-1937.jpeg,0.6361,
131,Tojo_oil_rationing_manga_april_1943.jpg,1,Stalin_in_July_1941-scaled.jpg,0.6337,
131,Tojo_oil_rationing_manga_april_1943.jpg,2,images-3 copy.jpg,0.6205,
131,Tojo_oil_rationing_manga_april_1943.jpg,3,sized-170983061.jpeg,0.6201,
131,Tojo_oil_rationing_manga_april_1943.jpg,4,images copy.jpg,0.6132,
131,Tojo_oil_rationing_manga_april_1943.jpg,5,Joseph-Stalin-1950.jpeg,0.6115,
131,Tojo_oil_rationing_manga_april_1943.jpg,6,"71-DuJMBshL._AC_UF1000,1000_QL80_.jpg",0.6107,
131,Tojo_oil_rationing_manga_april_1943.jpg,7,images-2 copy.jpg,0.602,
131,Tojo_oil_rationing_manga_april_1943.jpg,8,"Mao_Tsé-toung,_portrait_en_buste,_assis,_faisant_face_à_Nikita_Khrouchtchev,_pendant_la_visite_du_chef_russe_1958_à_Pékin_(Mao_Zedong).jpg",0.6017,
131,Tojo_oil_rationing_manga_april_1943.jpg,9,SamuraiArmor-Feat.jpg,0.5989,
131,Tojo_oil_rationing_manga_april_1943.jpg,10,il_fullxfull.2946516750_ao6g.jpeg,0.5984,
132,Tsarstvo_kanchukiv.jpg,1,Screenshot 2026-07-30 at 11.26.00 PM.png,0.6813,
132,Tsarstvo_kanchukiv.jpg,2,NPG-78T0884A_1.jpg,0.6739,
132,Tsarstvo_kanchukiv.jpg,3,"71-DuJMBshL._AC_UF1000,1000_QL80_.jpg",0.6682,
132,Tsarstvo_kanchukiv.jpg,4,best-movie-posters-of-all-time-v0-w3jkbptktk6g1.jpeg,0.6679,
132,Tsarstvo_kanchukiv.jpg,5,Screenshot 2026-09-13 at 2.38.07 PM.png,0.6627,
132,Tsarstvo_kanchukiv.jpg,6,Stalin_in_July_1941-scaled.jpg,0.6617,
132,Tsarstvo_kanchukiv.jpg,7,GrIbt2WXgAArYDk.jpg,0.6575,
132,Tsarstvo_kanchukiv.jpg,8,images-3 copy.jpg,0.6545,
132,Tsarstvo_kanchukiv.jpg,9,Joseph-Stalin-1950.jpeg,0.6511,
132,Tsarstvo_kanchukiv.jpg,10,Vladimir_Lenin.jpeg,0.6374,
133,U.S._Army_WW2_anti-Japanese_propaganda_poster_No._148.png,1,900_Boy Scouts Jamboree.jpg,0.6723,
133,U.S._Army_WW2_anti-Japanese_propaganda_poster_No._148.png,2,images copy.jpg,0.6619,
133,U.S._Army_WW2_anti-Japanese_propaganda_poster_No._148.png,3,GrIbt2WXgAArYDk.jpg,0.6563,
133,U.S._Army_WW2_anti-Japanese_propaganda_poster_No._148.png,4,Seven-Samurai.jpg,0.6437,
133,U.S._Army_WW2_anti-Japanese_propaganda_poster_No._148.png,5,"Raising_the_Flag_on_Iwo_Jima,_larger_-_edit1.jpg",0.637,
133,U.S._Army_WW2_anti-Japanese_propaganda_poster_No._148.png,6,SamuraiArmor-Feat.jpg,0.6334,
133,U.S._Army_WW2_anti-Japanese_propaganda_poster_No._148.png,7,gettyimages-1061707698.jpeg,0.6333,
133,U.S._Army_WW2_anti-Japanese_propaganda_poster_No._148.png,8,150826233935-ww2-china-8-exlarge-169-5355409.jpg,0.6279,
133,U.S._Army_WW2_anti-Japanese_propaganda_poster_No._148.png,9,Stalin_in_July_1941-scaled.jpg,0.6262,
133,U.S._Army_WW2_anti-Japanese_propaganda_poster_No._148.png,10,Mao-Zedong-1965.jpeg,0.6227,
134,UNCLE_SAM_-_BUY_WAR_BONDS_(window_card).jpg,1,900_Boy Scouts Jamboree.jpg,0.7804,
134,UNCLE_SAM_-_BUY_WAR_BONDS_(window_card).jpg,2,"Raising_the_Flag_on_Iwo_Jima,_larger_-_edit1.jpg",0.7574,
134,UNCLE_SAM_-_BUY_WAR_BONDS_(window_card).jpg,3,Polyester-American-flag-closeup-angle_6647de24-6210-4bb8-a86f-2b0c5923c020.jpeg,0.7404,
134,UNCLE_SAM_-_BUY_WAR_BONDS_(window_card).jpg,4,Registry-of-the-American-Soldier.png,0.6865,
134,UNCLE_SAM_-_BUY_WAR_BONDS_(window_card).jpg,5,Stalin_in_July_1941-scaled.jpg,0.6829,
134,UNCLE_SAM_-_BUY_WAR_BONDS_(window_card).jpg,6,Franklin-D-Roosevelt-1937.jpeg,0.6803,
134,UNCLE_SAM_-_BUY_WAR_BONDS_(window_card).jpg,7,John-F-Kennedy.jpeg,0.6748,
134,UNCLE_SAM_-_BUY_WAR_BONDS_(window_card).jpg,8,"71-DuJMBshL._AC_UF1000,1000_QL80_.jpg",0.6731,
134,UNCLE_SAM_-_BUY_WAR_BONDS_(window_card).jpg,9,images-1 copy 5.jpg,0.6657,
134,UNCLE_SAM_-_BUY_WAR_BONDS_(window_card).jpg,10,Joseph-Stalin-1950.jpeg,0.6649,
135,UNITED_WE_WIN_-_NARA_-_513820.jpg,1,Polyester-American-flag-closeup-angle_6647de24-6210-4bb8-a86f-2b0c5923c020.jpeg,0.7107,
135,UNITED_WE_WIN_-_NARA_-_513820.jpg,2,900_Boy Scouts Jamboree.jpg,0.6957,
135,UNITED_WE_WIN_-_NARA_-_513820.jpg,3,"Raising_the_Flag_on_Iwo_Jima,_larger_-_edit1.jpg",0.6815,
135,UNITED_WE_WIN_-_NARA_-_513820.jpg,4,Franklin-D-Roosevelt-1937.jpeg,0.6797,
135,UNITED_WE_WIN_-_NARA_-_513820.jpg,5,"Worker and supervisor at a car factory, Moscow, 1954.jpg",0.6608,
